representative,transaction_date,ticker,asset_description,amount,type
Hon. Josh Gottheimer,2020-09-17,Z,"Zillow Group, Inc. - Class C Capital Stock","$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-26,ABB,Abb ltd,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-26,AGCO,AGCO Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,ARCB,ArcBest Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,BLL,Ball Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,CR,Crane Co,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-11-26,DRE,Duke Realty Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,FTEC,Fidelity MSCI Information Technology Index ETF,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2021-11-16,FBND,Fidelity Total Bond ETF,"$50,001 - $100,000",sale_partial
Hon. Kevin Hern,2021-11-26,FSK,FS KKR Capital Corp,"$100,001 - $250,000",sale_full
Hon. Kevin Hern,2021-11-26,HLT,Hilton Worldwide Holdings Inc,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-26,INTC,Intel Corporation,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-11-05,TIP,iShares TIPS Bond ETF,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-12,MMP,Magellan Midstream Partners LP Limited Partnership,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-15,OKE,ONEOK Inc,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-26,PH,Parker-Hannifin Corporation,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-11-26,PWR,Quanta Services inc,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-11-15,TXN,Texas Instruments Incorporated,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-11-26,TJX,TJX Companies Inc,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-05-26,TJX,"TJX Companies, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-05-26,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-05-26,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-05-26,TJX,"TJX Companies, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-05-27,TJX,"TJX Companies, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-05-26,DKNG,DraftKings Inc. - Class A,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-05-26,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-05-26,TJX,"TJX Companies, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-05-27,TJX,"TJX Companies, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-30,ADC,Agree Realty Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-13,ALXN,"Alexion Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-14,ALXN,"Alexion Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-30,AVNT,Avient Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-13,BKNG,Booking Holdings Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-20,CSL,Carlisle Companies Incorporated,"$15,001 - $50,000",sale_partial
Hon. Gilbert Cisneros,2020-07-22,CSL,Carlisle Companies Incorporated,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-07-21,CDAY,Ceridian HCM Holding Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-22,CDAY,Ceridian HCM Holding Inc.,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-07-13,COST,Costco Wholesale Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,CRY,"CryoLife, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-30,EBS,"Emergent Biosolutions, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,ENTG,"Entegris, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-17,HQY,"HealthEquity, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,HUBS,"HubSpot, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-21,IR,Ingersoll Rand Inc.,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-07-22,IR,Ingersoll Rand Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-30,INTU,Intuit Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-31,INTU,Intuit Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,EBSB,"Meridian Bancorp, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-07-03,MINI,"Mobile Mini, Inc.","$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-07-21,NBIX,"Neurocrine Biosciences, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-21,NICE,NICE Ltd - American Depositary Shares each Representing one Ordinary Share,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-23,NICE,NICE Ltd - American Depositary Shares each Representing one Ordinary Share,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-30,NWE,NorthWestern Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,PATK,"Patrick Industries, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,PCTY,Paylocity Holding Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-30,PGNY,"Progyny, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-30,QTS,"QTS Realty Trust, Inc. Class A","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-30,QDEL,Quidel Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-13,QDEL,Quidel Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-07-21,RXN,Rexnord Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-22,RXN,Rexnord Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-17,SKY,Skyline Champion Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-13,SQ,"Square, Inc. Class A","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-17,SF,Stifel Financial Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-17,SUPN,"Supernus Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-13,TT,Trane Technologies plc,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-07-13,TCOM,Trip.com Group Limited - American Depositary Shares,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-14,TCOM,Trip.com Group Limited - American Depositary Shares,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-08-04,VRSK,"Verisk Analytics, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-07-30,WDFC,WD-40 Company,"$1,001 - $15,000",sale_full
Hon. Nancy Pelosi,2020-02-27,GOOGL,Alphabet Inc. - Class A,"$500,001 - $1,000,000",purchase
Hon. Nancy Pelosi,2020-02-28,MSFT,Microsoft Corporation,"$100,001 - $250,000",purchase
Hon. Nancy Pelosi,2020-02-20,MSFT,Microsoft Corporation,"$250,001 - $500,000",purchase
Hon. Nancy Pelosi,2020-02-21,MSFT,Microsoft Corporation,"$500,001 - $1,000,000",purchase
Hon. Nancy Pelosi,2020-02-20,WORK,"Slack Technologies, Inc. Class A","$250,001 - $500,000",purchase
Hon. Kurt Schrader,2022-02-09,--,S&P 500 Dep RCPTS,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-15,--,S&P 500 Dep RCPTS,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-22,NVDA,NVIDIA Corporation,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-28,COST,Costco Wholesale,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-28,SPGI,S&P Global inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-28,PLD,ProLogis Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-09,FB,Meta Platforms Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-22,BX,Blackstone Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-15,NOC,Northrup Grumman Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-22,TXN,Texas Instruments Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-28,IQV,Iqvia Holdings Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-25,VZ,Verizon,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-25,DE,Deere & Company,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-25,WMT,Walmart,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-25,XOM,Exxon Mobil Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-11,--,Deleware Corp Bond,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-11,TRGIX,TIAA CREF,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-02-07,CSVIX,Calvert Small Cap Fund,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-02-07,NULC,Nuveen EDG Large Cap,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-22,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-22,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Dean Phillips,2020-04-02,MMM,3M Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,ABT,Abbott Laboratories,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,AMD,"Advanced Micro Devices, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,AMG,"Affiliated Managers Group, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,AFL,AFLAC Incorporated,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,ADS,Alliance Data Systems Corporation,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,GOOG,Alphabet Inc. - Class C Capital Stock,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,AIG,"American International Group, Inc. New","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,AAPL,Apple Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-01,ARNC,Arconic Corporation,"$1,001 - $15,000",exchange
Hon. Dean Phillips,2020-04-02,T,AT&T Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,ATO,Atmos Energy Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,ADSK,"Autodesk, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,AVB,"AvalonBay Communities, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,BLL,Ball Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,BAC,Bank of America Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,BAX,Baxter International Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,COF,Capital One Financial Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,CAT,"Caterpillar, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,CNP,"CenterPoint Energy, Inc","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,CTL,"Centurylink, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-27,--,Charles Schwab Corp Var Rt Perp Mat Dtd 04/30/2020,"$15,001 - $50,000",purchase
Hon. Dean Phillips,2020-04-24,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,CHTR,"Charter Communications, Inc. - Class A","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,CB,Chubb Limited,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-15,CB,Chubb Limited,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,C,"Citigroup, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,CFG,"Citizens Financial Group, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,CTXS,"Citrix Systems, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-17,CMCSA,Comcast Corporation - Class A,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,CMA,Comerica Incorporated,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,COST,Costco Wholesale Corporation,"$15,001 - $50,000",sale_full
Hon. Dean Phillips,2020-04-02,CCI,Crown Castle International Corp.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,DAL,"Delta air Lines, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,DLR,"Digital Realty Trust, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DFS,Discover Financial Services,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DISCA,"Discovery, Inc. - Series A","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DISCK,"Discovery, Inc. - Series C","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-17,DLTR,"Dollar Tree, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-16,--,Dominion Energy Inc Var Rt Perp Mat dtd 12/13/2019,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,DOW,Dow Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DTE,DTE Energy Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,DD,"DuPont de Nemours, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DXC,DXC Technology Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,EMN,Eastman Chemical Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,EMR,Emerson Electric Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,EL,"Estee Lauder Companies, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,FB,"Facebook, Inc. - Class A","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,FITB,Fifth Third Bancorp,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,FLS,Flowserve Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,F,Ford Motor Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,FTV,Fortive Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,GIS,"General Mills, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,GM,General Motors Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,GPC,Genuine Parts Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,GS,"Goldman Sachs Group, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,HRB,"H&R Block, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,HIG,"Hartford Financial Services Group, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,HST,"Host Hotels & Resorts, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,HPQ,HP Inc.,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,HBAN,Huntington Bancshares Incorporated,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,IBM,International Business Machines Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,ISRG,"Intuitive Surgical, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,IVZ,Invesco ltd,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,IRM,Iron Mountain Incorporated,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,JCI,Johnson Controls International plc Ordinary Share,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,JPM,JP Morgan Chase & Co.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,KEY,KeyCorp,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,KMB,Kimberly-Clark Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,KSS,Kohl's Corporation,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-22,PHG,Koninklijke Philips N.V. NY Registry Shares,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,KR,Kroger Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,LVS,Las Vegas Sands Corp.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-16,--,Lexington Cnty CC Ref-ser A Unlimited Tax 5.0%; Due 02/01/2025,"$15,001 - $50,000",purchase
Hon. Dean Phillips,2020-04-02,LNC,Lincoln National Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,L,Loews Corporation,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,LYB,LyondellBasell Industries NV Ordinary Shares Class A,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,MTB,M&T Bank Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,M,Macy's Inc,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,MGM,MgM Resorts International,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,TAP,Molson Coors Beverage Company Class B,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,MS,Morgan Stanley,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,MOS,Mosaic Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,NFLX,"Netflix, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,NWL,Newell Brands Inc.,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,NI,Nisource Inc,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,JWN,"Nordstrom, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,PH,Parker-Hannifin Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,PBCT,"People's United Financial, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,PM,Philip Morris International Inc,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,PNC,"PNC Financial Services Group, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,PPG,"PPG Industries, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,PFG,Principal Financial Group Inc,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,PRU,"Prudential Financial, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,PWR,"Quanta Services, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,DGX,Quest Diagnostics Incorporated,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,REGN,"Regeneron Pharmaceuticals, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,RCL,Royal Caribbean Cruises ltd.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,SEE,Sealed air Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,SRE,Sempra Energy,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,NOW,"ServiceNow, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,SPG,"Simon Property Group, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-16,SNE,Sony Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-17,SNE,Sony Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-20,SNE,Sony Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-21,SNE,Sony Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-16,LUV,Southwest Airlines Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-17,LUV,Southwest Airlines Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,SYF,Synchrony Financial,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-22,TEL,TE Connectivity ltd. New Switzerland Registered Shares,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-24,TEL,TE Connectivity ltd. New Switzerland Registered Shares,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,BK,The Bank of New York Mellon Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,KHC,The Kraft Heinz Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,TRV,"The Travelers Companies, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,TDG,Transdigm Group Incorporated Transdigm Group Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,TFC,Truist Financial Corporation,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,TWTR,"Twitter, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,USB,U.S. Bancorp,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-16,UL,Unilever PLC,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,UPS,"United Parcel Service, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,URI,"United Rentals, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-15,--,Va st Pub sch auth sch Technology & sec NTS ser V 5.0%; Due 04/15/20,"$15,001 - $50,000",sale_full
Hon. Dean Phillips,2020-04-02,VTR,"Ventas, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,VIAC,ViacomCBs Inc. - Class B,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,VMC,Vulcan Materials Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,WAB,Wabtec Corp,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,WBA,"Walgreens Boots Alliance, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-04-02,WFC,Wells Fargo & Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-04-02,HCN,Welltower Inc.,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,WRK,Westrock Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-04-02,ZION,Zions Bancorporation N.A.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-09,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-07,BRK.B,Berkshire Hathaway Inc. New,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-27,BKNG,Booking Holdings Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-28,BKNG,Booking Holdings Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-08,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-09,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-17,SCHW,Charles Schwab Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-07,CB,Chubb Limited,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,CMCSA,Comcast Corporation - Class A,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-09,CMCSA,Comcast Corporation - Class A,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-09,DG,Dollar General Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-08,DG,Dollar General Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-07,DG,Dollar General Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-09,ETN,"Eaton Corporation, PLC Ordinary Shares","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-07,ETN,"Eaton Corporation, PLC Ordinary Shares","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,ETN,"Eaton Corporation, PLC Ordinary Shares","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-10,ETN,"Eaton Corporation, PLC Ordinary Shares","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-23,--,Goldman Sachs Group Inc. Var Rt Perp Mat dtd 01/28/2020,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-27,JPM,JP Morgan Chase & Co.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-28,JPM,JP Morgan Chase & Co.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-07,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-08,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,"$1,001 - $15,000",sale_partial
